Date,TimeblockId,DAM_Price,RTM_Price,RTM_Purchase_Bid,RTM_Selling_Bid,DAM_Purchase_Bid,DAM_Selling_Bid,Demand
02-10-2020,91,2098.37,2549.64,1710.9,3862.6,6286.3,12513.2,159615
02-10-2020,92,2079.97,2552.75,1731.9,3774.7,6230.8,12514.3,158342
02-10-2020,93,2130.24,2399.6,1297.4,3875.1,6065.2,12500.6,157350
02-10-2020,94,2319.22,2399.61,1299,4125.6,5919.1,12397.3,156353
02-10-2020,95,2409.68,2448.1,1186.4,3696.8,5934.7,12323.1,154705
02-10-2020,96,2497.04,2448.11,1201.4,3876.2,5830.8,12239.8,153263
03-10-2020,1,2624.84,2308.21,1317.4,2834.1,6871.7,9676,148652
03-10-2020,2,2599.68,2310.03,1317.4,2788.6,6825.9,10023.7,147277
03-10-2020,3,2500.28,2301.25,1299.7,2777.1,6723,10319.3,146777
03-10-2020,4,2497.37,2302.9,1294.4,2914.1,6583.9,10592.3,145130
03-10-2020,5,2610.6,2420.14,1065.9,3002.7,6456.5,10752,143633
03-10-2020,6,2497.96,2420.21,1059.8,3213.5,6030.6,10908.1,142457
03-10-2020,7,2349.74,2448.31,1271.1,3538.7,5736.3,11229.2,141332
03-10-2020,8,2497.42,2448.33,1276.3,3423.1,5693.7,11218.2,140433
03-10-2020,9,2497.43,2420.04,1114.3,3655,5522.4,11276.7,139186
03-10-2020,10,2497.21,2400.71,1104.8,3704.4,5371.4,11308.7,138762
03-10-2020,11,2497.14,2420.15,1188.1,3684.7,5172.1,11383.7,137604
03-10-2020,12,2417.98,2420.12,1188.6,3770,4969.5,11466.7,133101
03-10-2020,13,2497.26,2369.98,1233.4,3913,4852.5,11516.6,132806
03-10-2020,14,2417.27,2420.6,1329.9,3932,4777.9,11711.3,131549
03-10-2020,15,2349.3,2420.3,1294.9,4066.7,4646.5,11753.3,130464
03-10-2020,16,2250.88,2400.73,1262.7,4120.2,4577.7,11922.2,124570
03-10-2020,17,2243.04,2250.06,1076.9,4260.7,4497,11929.2,124217
03-10-2020,18,2209.28,2250.85,1049,4160.7,4495.3,11631.2,120380
03-10-2020,19,2260.94,2300.55,1078.7,4284.1,4524.3,11519.3,120626
03-10-2020,20,2319.87,2250.2,988.9,4221.8,4567.7,11325.7,121009
03-10-2020,21,2400.04,2308.43,1395,4230.7,4744.7,11097.9,139385
03-10-2020,22,2349.37,2306.53,1234.6,4232.8,4727.9,11465.8,139490
03-10-2020,23,2349.03,2448.03,1200.6,3998.9,4810.4,11828,139818
03-10-2020,24,2349.56,2439.66,1205.6,3941,4977.8,12529.2,140167
03-10-2020,25,2349.9,2458.56,1048.5,4011.4,4934.2,13280.2,138270
03-10-2020,26,2417.11,2509.32,1018.5,3816.9,5323.1,14665,139458
03-10-2020,27,2439.89,2532.76,1398.6,3811.2,5920.2,15323.9,140830
03-10-2020,28,2500.22,2532.74,1398.6,3655.2,6451,15570.6,141812
03-10-2020,29,2439.91,2500.37,1268.9,3563.3,6494.2,15003.7,143058
03-10-2020,30,2369.63,2505.5,1279,3738.4,6382.7,14873.1,144648
03-10-2020,31,2439.98,2520.18,1284.3,3710.8,6450.1,14998.2,145121
03-10-2020,32,2293.04,2448.18,1080.6,3884.3,5989.5,15030.2,146110
03-10-2020,33,2293.48,2448.95,1188.9,4216.9,5287.4,15617,146823
03-10-2020,34,2497.17,2495.49,1202.7,4103.8,5147.7,15489,149951
03-10-2020,35,2599.86,2532.27,1243.3,3656.3,5122.7,15247,152678
03-10-2020,36,2500.1,2532.15,1263.4,3623,5028.9,14769.1,155458
03-10-2020,37,2500.31,2500.93,963.2,3174.3,5473,14306.6,158465
03-10-2020,38,2564.48,2532.53,969.2,3132.9,5613.9,13877.9,162337
03-10-2020,39,2369.6,2509.76,1089.3,3556.2,5514.3,13444.9,164175
03-10-2020,40,2417.55,2509.63,1099.3,3501.1,5639.1,12987.7,166244
03-10-2020,41,2400.36,2400.7,884.7,3525.6,5500.7,13097,165078
03-10-2020,42,2497.21,2400.87,939.7,3520.5,5662.6,12698.6,165738
03-10-2020,43,2497.84,2400.39,984.6,3642.3,5776,12336.4,166522
03-10-2020,44,2599.1,2400.43,989.6,3665.5,5813.9,12477.9,166938
03-10-2020,45,2509.41,1499.57,835.5,3809.7,5944.6,12714.7,167117
03-10-2020,46,2569.58,1499.59,845.5,3680.4,6043.7,12840.2,167108
03-10-2020,47,2497.2,2448.55,910.6,3109.8,5888.8,13044.9,166494
03-10-2020,48,2519.61,2369.68,911.6,3258.1,5775.5,13027,166139
03-10-2020,49,2400.14,2369.59,1242,3412.3,5534.4,13453.3,165249
03-10-2020,50,2599.43,2369.67,1252,3445.5,5669.7,13327.1,165713
03-10-2020,51,2349.85,2300.23,1202.4,3876.3,5413.7,13582.8,165944
03-10-2020,52,2417.44,2300.22,1202.4,3812.1,5510.1,13454.2,165229
03-10-2020,53,2319.65,2319.66,1347.3,4456.8,5166.9,14127.2,162000
03-10-2020,54,2099.21,2300.61,1332.8,4574.8,5097.4,14663.6,158926
03-10-2020,55,2178.54,2319.05,1309.9,4558.2,5248.2,14931.5,157837
03-10-2020,56,2497.47,2319.58,1330.4,4395.9,5593.5,15550.1,156974
03-10-2020,57,2497.22,2448.61,1285,3538.4,6089.4,15603.3,160689
03-10-2020,58,2599.43,2448.82,1284.8,3347.7,6309.5,15798.7,160723
03-10-2020,59,2621.59,2448.98,1255.8,3544.5,6385.4,15990.3,160558
03-10-2020,60,2599.21,2532.5,1345.6,3378.6,6384.3,15828.7,160541
03-10-2020,61,2400.83,2640.07,1345.7,3602.8,6198.1,15616.5,158952
03-10-2020,62,2599.22,2640.9,1350.9,3448.3,6326.6,15645.8,158521
03-10-2020,63,2497.95,2699.04,1779.1,3557.9,6283.9,15759,154904
03-10-2020,64,2366.7,2699,1857.1,3647.9,6242.1,15878.5,154132
03-10-2020,65,2609.69,2750.35,2325.6,3268.8,6803.2,15607,153436
03-10-2020,66,2609.11,2750.1,2214.6,3179.3,6864.4,15674.7,152903
03-10-2020,67,2609.18,2759.94,2379.6,3124.7,6966.1,15198,152578
03-10-2020,68,2609.35,2909.25,2379.7,2873.6,7080.6,14723.9,152467
03-10-2020,69,2609.61,2909.21,1848.3,2457.6,7385.4,14458.7,150497
03-10-2020,70,2699.71,2750.81,1433.4,2425.4,7585.8,13872.5,150482
03-10-2020,71,2650.12,2909.99,1981.5,2793.2,7283.6,13125.1,151478
03-10-2020,72,2791.38,2999.65,2177.4,2522.1,7596.1,11761.7,154431
03-10-2020,73,2667.93,3149.66,2072.7,2046.4,7310.2,9972.1,157121
03-10-2020,74,2794.14,3150,2264.2,2075.1,7844.2,10020.4,161474
03-10-2020,75,2800.42,4003.05,2802.1,1648.2,8435.4,10480.1,166039
03-10-2020,76,3199.49,4101.08,2775.9,1442.1,9129.7,10507.5,169565
03-10-2020,77,3369.33,4300.39,2935.1,1618.2,9322.4,10623.4,170443
03-10-2020,78,3250.1,4180.19,2908.1,1696,9010,10727.3,171663
03-10-2020,79,2899.57,4500.64,3461.7,2090.9,8292.1,10758.2,170195
03-10-2020,80,2849.48,4522.02,3466.7,2088.9,8024.2,10944.5,168211
03-10-2020,81,2799.14,3149.35,2438.2,2917.4,7454,11288.9,166548
03-10-2020,82,2674.14,3149.27,2421.7,3111.7,7311.8,11481.7,166220
03-10-2020,83,2699.86,3000.28,2286.7,3002,7183.8,11551.7,165263
03-10-2020,84,2649.16,3000.25,2236.7,3098.4,7093.8,11704.6,164507
03-10-2020,85,2329.33,2989.2,2527.3,3471.3,6771.2,11913.5,163708
03-10-2020,86,2349.11,2989.68,2602.4,3477.8,6626.4,11999.6,163058
03-10-2020,87,2200.47,2740.86,2051.4,3837.9,6402.3,12063.8,161780
03-10-2020,88,2167.24,2740.03,2021.4,4057.4,6124,11854,161274
03-10-2020,89,2100.6,2466.59,1754.1,4079.9,6045.6,11585.8,160679
03-10-2020,90,2200.84,2599.17,2002.2,4080.4,5868.5,11544.7,160470
03-10-2020,91,2369.77,2540.77,2138.1,3867.5,5913.7,11427.8,159221
03-10-2020,92,2610.07,2540.65,2153.3,4013.3,5722.3,11290,157907
03-10-2020,93,2243.03,2649.59,2437.4,4221.2,5400,11012.8,156917
03-10-2020,94,2500.13,2649.97,2391,4128.7,5638,10819.1,155906
03-10-2020,95,2674.51,2649.84,2472.2,4141.3,5795.8,10732.1,154222
03-10-2020,96,2369.09,2720.13,2456.4,3998.1,5635.2,10609.8,152749
04-10-2020,1,2610.27,2679.61,1602,3085.1,6868.1,9665,147818
04-10-2020,2,2609.33,2720.58,1592,2942.3,6834,10023.7,146397
04-10-2020,3,2599.87,2679.35,1621,3028.1,6636.1,10326.4,145924
04-10-2020,4,2497.39,2448.71,1616,3358.6,6183.6,10646,144226
04-10-2020,5,2500.49,2536.5,1625.4,3036.8,6174.7,10632,142703
04-10-2020,6,2609.38,2500.83,1620.4,3257.9,6071.9,10702.2,141505
04-10-2020,7,2417.49,2531.17,1719.3,3518.4,5613.4,10833,140364
04-10-2020,8,2349.13,2496.33,1731.8,3591,5422.2,10974,139455
04-10-2020,9,2369.99,2448.59,1830.8,3922.7,5080.6,11156.6,138184
04-10-2020,10,2369.64,2448.57,1824.9,4076.7,4878.7,11342.6,137775
04-10-2020,11,2349.13,2399.22,1650.9,4208.8,4587,11534.5,136588
04-10-2020,12,2319.07,2399.58,1685.9,4228.9,4530,11625.5,131773
04-10-2020,13,2249.75,2349.75,1662,4198.3,4428.3,11735.8,131504
04-10-2020,14,2210,2399.02,1662,4258.3,4447.5,11804.8,130192
04-10-2020,15,2200.65,2448.08,1623.4,4186.3,4380.8,11982.5,129058
04-10-2020,16,2199.52,2319.54,1617.8,4305.8,4291.7,12183.4,122711
04-10-2020,17,2189.25,2299.21,1577.2,4369.6,4231,12397,122374
04-10-2020,18,2189.04,2369.8,1572.2,4122.5,4214.6,12268,118187
04-10-2020,19,2199.82,2448.24,1571.6,3985.1,4259,12223.2,118437
04-10-2020,20,2189.44,2448.55,1572.6,3795.4,4291.9,12125.2,118830
04-10-2020,21,2250.48,2532.44,1776,3733.2,4385.8,11997.8,138751
04-10-2020,22,2210.35,2532.44,1776,3732.4,4487.1,12282.8,138849
04-10-2020,23,2497.4,2532.94,1792.2,3716.1,5015.2,12426.2,139190
04-10-2020,24,2439.24,2572.75,1817.2,3659.7,5168.7,13366.9,139585
04-10-2020,25,2349.25,2539.65,1553.5,4040.1,4768.3,14185.5,137630
04-10-2020,26,2439.43,2532.38,1548.5,3724.4,5125.3,15103.3,138856
04-10-2020,27,2497.01,2566,1749.6,3540.8,5950.4,15718.3,140269
04-10-2020,28,2439.87,2561.52,1742.6,3528,6360.4,16023.5,141259
04-10-2020,29,2439.9,2699.65,1934.1,3405.6,6754.7,15864.1,142552
04-10-2020,30,2509.93,2699.62,1939.1,3408,6858.9,15797.7,144173
04-10-2020,31,2439.97,2699.33,1840.1,3751,6748.3,16046.9,144633
04-10-2020,32,2369.22,2699.34,1850.1,3773.5,6385.3,15907.1,145656
04-10-2020,33,2369.4,2720.76,1950.2,3760.5,6062.9,16421,146393
04-10-2020,34,2500.52,2781.88,1960.2,3502.9,5558.5,16335.4,149640
04-10-2020,35,2439.66,2632.54,1615.2,3782,5216.1,16283.6,152461
04-10-2020,36,2369.8,2586.25,1575.2,3736.1,5051,15781.7,155349
04-10-2020,37,2417.73,2448.5,965.6,3128.5,5344.3,15459.8,158484
04-10-2020,38,2439.32,2399.26,862.6,3285.1,5337,15092.4,162514
04-10-2020,39,2497.51,2329.49,767.2,3312.7,5270,14378.7,164428
04-10-2020,40,2369.85,2329.32,762.3,3444.7,5082.4,13870,166590
04-10-2020,41,2500.49,2439.39,874.4,3337,5140.9,15037.2,165311
04-10-2020,42,2500.58,2369.64,871.4,3345.3,5250.2,15349.1,165998
04-10-2020,43,2418.43,2000.66,943.9,3722.5,5420.1,15281,166820
04-10-2020,44,2369.07,2000.8,944,3770.7,5351.7,15617,167229
04-10-2020,45,2349.84,1999.6,972.4,4343.5,5213.7,15970.1,167418
04-10-2020,46,2349.71,1999.55,967.4,4412.5,5149.4,16055.1,167395
04-10-2020,47,2349.89,2000.06,1225.4,4617.3,5089.6,16271.4,166726
04-10-2020,48,2349.75,2001.64,1260.4,4616.2,5035.4,16378.3,166340
04-10-2020,49,2349.51,1999.98,1201.3,4585,4589.7,16266.4,165416
04-10-2020,50,2369.57,2100.37,1319.3,4599.1,4639.9,16506.5,165888
